predicted labels,true labels,accuracy,block,item,condition
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,1,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
1,0.0,0.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,2,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,3,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
1,0.0,0.0,3,4,neutral bias
0,0.0,1.0,3,4,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
1,0.0,0.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,5,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
0,0.0,1.0,3,6,neutral bias
1,0.0,0.0,3,6,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
0,0.0,1.0,3,7,neutral bias
1,0.0,0.0,3,7,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
0,1.0,0.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,8,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
0,1.0,0.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,9,neutral bias
1,1.0,1.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
1,1.0,1.0,3,10,neutral bias
0,1.0,0.0,3,10,neutral bias
